,PhraseId,SentenceId,Phrase,Sentiment,final_subject,final_Phrase
3367,3368.0,127.0,"['[', ""'"", 'a', ""'"", ',', ""'thoughtful"", ""'"", ',', ""'and"", ""'"", ',', ""'surprisingly"", ""'"", ',', ""'affecting"", ""'"", ',', ""'portrait"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'screwed-up"", ""'"", ',', ""'man"", ""'"", ',', ""'who"", ""'"", ',', ""'dared"", ""'"", ',', ""'to"", ""'"", ',', ""'mess"", ""'"", ',', ""'with"", ""'"", ',', ""'some"", ""'"", ',', ""'powerful"", ""'"", ',', ""'people"", ""'"", ',', ""'"", ',', ""'"", ',', ""'seen"", ""'"", ',', ""'through"", ""'"", ',', ""'the"", ""'"", ',', ""'eyes"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'idealistic"", ""'"", ',', ""'kid"", ""'"", ',', ""'who"", ""'"", ',', ""'chooses"", ""'"", ',', ""'to"", ""'"", ',', ""'champion"", ""'"", ',', ""'his"", ""'"", ',', ""'ultimately"", ""'"", ',', ""'losing"", ""'"", ',', ""'cause"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['one', 'best', 'yarn', 'ever']",[]
3416,3417.0,128.0,"['[', ""'keenly"", ""'"", ',', ""'observed"", ""'"", ',', ""'and"", ""'"", ',', ""'refreshingly"", ""'"", ',', ""'natural"", ""'"", ',', ""'"", ',', ""'"", ',', ""'swimming"", ""'"", ',', ""'gets"", ""'"", ',', ""'the"", ""'"", ',', ""'details"", ""'"", ',', ""'right"", ""'"", ',', ""'"", ',', ""'"", ',', ""'from"", ""'"", ',', ""'its"", ""'"", ',', ""'promenade"", ""'"", ',', ""'of"", ""'"", ',', ""'barely"", ""'"", ',', ""'clad"", ""'"", ',', ""'bodies"", ""'"", ',', ""'in"", ""'"", ',', ""'myrtle"", ""'"", ',', ""'beach"", ""'"", ',', ""'"", ',', ""'"", ',', ""'s.c"", '.', ""'"", ',', ""'"", ',', ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'adrenaline"", ""'"", ',', ""'jolt"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'sudden"", ""'"", ',', ""'lunch"", ""'"", ',', ""'rush"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'diner"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,['teen'],[]
3470,3471.0,129.0,"['[', ""'"", 'a', ""'"", ',', ""'brilliant"", ""'"", ',', ""'gag"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'expense"", ""'"", ',', ""'of"", ""'"", ',', ""'those"", ""'"", ',', ""'who"", ""'"", ',', ""'paid"", ""'"", ',', ""'for"", ""'"", ',', ""'it"", ""'"", ',', ""'and"", ""'"", ',', ""'those"", ""'"", ',', ""'who"", ""'"", ',', ""'pay"", ""'"", ',', ""'to"", ""'"", ',', ""'see"", ""'"", ',', ""'it"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['digital', 'effect', 'remind', 'terry', 'gilliam', 'rudimentary', 'old', 'monty', 'python', 'cartoon', 'would', 'cut', 'figure', 'drawing', 'photograph', 'paste', 'together']",[]
3492,3493.0,130.0,"['[', ""'"", 'a', ""'"", ',', ""'triumph"", ""'"", ',', ""'"", ',', ""'"", ',', ""'"", 'a', ""'"", ',', ""'film"", ""'"", ',', ""'that"", ""'"", ',', ""'hews"", ""'"", ',', ""'out"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'world"", ""'"", ',', ""'and"", ""'"", ',', ""'carries"", ""'"", ',', ""'us"", ""'"", ',', ""'effortlessly"", ""'"", ',', ""'from"", ""'"", ',', ""'darkness"", ""'"", ',', ""'to"", ""'"", ',', ""'light"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['close', 'enough', 'spirit', 'freewheel', 'root', 'breath', 'fresh', 'air']",[]
3515,3516.0,131.0,"['[', ""'just"", ""'"", ',', ""'about"", ""'"", ',', ""'everyone"", ""'"", ',', ""'involved"", ""'"", ',', ""'here"", ""'"", ',', ""'seems"", ""'"", ',', ""'to"", ""'"", ',', ""'be"", ""'"", ',', ""'coasting"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['skirmish', 'power', 'wag', 'among', 'victim', 'predator', 'settle', 'undistinguished', 'rhythm', 'artificial', 'suspense']",[]
3528,3529.0,132.0,"['[', ""'"", 'a', ""'"", ',', ""'fascinating"", ""'"", ',', ""'"", ',', ""'"", ',', ""'dark"", ""'"", ',', ""'thriller"", ""'"", ',', ""'that"", ""'"", ',', ""'keeps"", ""'"", ',', ""'you"", ""'"", ',', ""'hooked"", ""'"", ',', ""'on"", ""'"", ',', ""'the"", ""'"", ',', ""'delicious"", ""'"", ',', ""'pulpiness"", ""'"", ',', ""'of"", ""'"", ',', ""'its"", ""'"", ',', ""'lurid"", ""'"", ',', ""'fiction"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['adam', 'sandler', 'crazy', 'night', 'wasted', 'minute', 'sandler', 'hero', 'columbia', 'picture', 'perverse', 'idea', 'animated', 'holiday', 'movie']",[]
3550,3551.0,133.0,"['[', ""'"", 'i', ""'"", ',', ""'suspect"", ""'"", ',', ""'this"", ""'"", ',', ""'is"", ""'"", ',', ""'the"", ""'"", ',', ""'kind"", ""'"", ',', ""'of"", ""'"", ',', ""'production"", ""'"", ',', ""'that"", ""'"", ',', ""'would"", ""'"", ',', ""'have"", ""'"", ',', ""'been"", ""'"", ',', ""'funnier"", ""'"", ',', ""'if"", ""'"", ',', ""'the"", ""'"", ',', ""'director"", ""'"", ',', ""'had"", ""'"", ',', ""'released"", ""'"", ',', ""'the"", ""'"", ',', ""'outtakes"", ""'"", ',', ""'theatrically"", ""'"", ',', ""'and"", ""'"", ',', ""'used"", ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'as"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'bonus"", ""'"", ',', ""'feature"", ""'"", ',', ""'on"", ""'"", ',', ""'the"", ""'"", ',', ""'dvd"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['gunfest', 'rock', 'concert']",[]
3590,3591.0,134.0,"['[', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'hard"", ""'"", ',', ""'to"", ""'"", ',', ""'say"", ""'"", ',', ""'who"", ""'"", ',', ""'might"", ""'"", ',', ""'enjoy"", ""'"", ',', ""'this"", ""'"", ',', ""'"", ',', ""'"", ',', ""'are"", ""'"", ',', ""'there"", ""'"", ',', ""'tolstoy"", ""'"", ',', ""'groupies"", ""'"", ',', ""'out"", ""'"", ',', ""'there"", ""'"", ',', ""'"", '?', ""'"", ']']",1.0,"['work', 'pretty', 'contagious', 'fun']",[]
3609,3610.0,135.0,"['[', ""'daughter"", ""'"", ',', ""'from"", ""'"", ',', ""'danang"", ""'"", ',', ""'reveals"", ""'"", ',', ""'that"", ""'"", ',', ""'efforts"", ""'"", ',', ""'toward"", ""'"", ',', ""'closure"", ""'"", ',', ""'only"", ""'"", ',', ""'open"", ""'"", ',', ""'new"", ""'"", ',', ""'wounds"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['cast', 'high', 'time', 'de', 'broca', 'little', 'enthusiasm', 'antique', 'pulp']",[]
3629,3630.0,136.0,"['[', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'year"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'most"", ""'"", ',', ""'weirdly"", ""'"", ',', ""'engaging"", ""'"", ',', ""'and"", ""'"", ',', ""'unpredictable"", ""'"", ',', ""'character"", ""'"", ',', ""'pieces"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['genre', 'well', 'establish', 'make', 'movie', 'fresh', 'smart', 'writing', 'skew', 'character', 'title', 'performance', 'kieran', 'culkin']",[]
3642,3643.0,137.0,"['[', ""'intriguing"", ""'"", ',', ""'and"", ""'"", ',', ""'downright"", ""'"", ',', ""'intoxicating"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['brown', 'sugar', 'admirably', 'aspire', 'another', 'best', 'man', 'clone', 'weave', 'theme', 'throughout', 'funny', 'film']",[]
3648,3649.0,138.0,"['[', ""'although"", ""'"", ',', ""'fairly"", ""'"", ',', ""'involving"", ""'"", ',', ""'as"", ""'"", ',', ""'far"", ""'"", ',', ""'as"", ""'"", ',', ""'it"", ""'"", ',', ""'goes"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'does"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'end"", ""'"", ',', ""'up"", ""'"", ',', ""'having"", ""'"", ',', ""'much"", ""'"", ',', ""'that"", ""'"", ',', ""'is"", ""'"", ',', ""'fresh"", ""'"", ',', ""'to"", ""'"", ',', ""'say"", ""'"", ',', ""'about"", ""'"", ',', ""'growing"", ""'"", ',', ""'up"", ""'"", ',', ""'catholic"", ""'"", ',', ""'or"", ""'"", ',', ""'"", ',', ""'"", ',', ""'really"", ""'"", ',', ""'"", ',', ""'"", ',', ""'anything"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['much', 'good', 'documentary', 'revealing', 'emotional', 'surprising', 'pedestrian', 'english', 'title', 'would', 'believe']",[]
3686,3687.0,139.0,"['[', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', ""'is"", ""'"", ',', ""'silly"", ""'"", ',', ""'beyond"", ""'"", ',', ""'comprehension"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'even"", ""'"", ',', ""'if"", ""'"", ',', ""'it"", ""'"", ',', ""'were"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'silly"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', ""'would"", ""'"", ',', ""'still"", ""'"", ',', ""'be"", ""'"", ',', ""'beyond"", ""'"", ',', ""'comprehension"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['display', 'potential', 'good', 'movie', 'bailly', 'manage', 'deliver']",[]
3707,3708.0,140.0,"['[', ""'sleek"", ""'"", ',', ""'and"", ""'"", ',', ""'arty"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['smith', 'find', 'amuse', 'juxtaposition', 'justify', 'exercise']",[]
3712,3713.0,141.0,"['[', ""'poor"", ""'"", ',', ""'editing"", ""'"", ',', ""'"", ',', ""'"", ',', ""'bad"", ""'"", ',', ""'bluescreen"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'ultra-cheesy"", ""'"", ',', ""'dialogue"", ""'"", ',', ""'highlight"", ""'"", ',', ""'the"", ""'"", ',', ""'radical"", ""'"", ',', ""'action"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['start', 'taut', 'contest', 'will', 'bacon', 'theron', 'deteriorate', 'protracted', 'borderline', 'silly', 'chase', 'sequence']",[]
3731,3732.0,142.0,"['[', ""'-lrb-"", ""'"", ',', ""'cho"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'face"", ""'"", ',', ""'is"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'an"", ""'"", ',', ""'amazing"", ""'"", ',', ""'slapstick"", ""'"", ',', ""'instrument"", ""'"", ',', ""'"", ',', ""'"", ',', ""'creating"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'scrapbook"", ""'"", ',', ""'of"", ""'"", ',', ""'living"", ""'"", ',', ""'mug"", ""'"", ',', ""'shots"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['mama', 'africa', 'pretty', 'much', 'delivers', 'promise']",[]
3759,3760.0,143.0,"['[', ""'it"", ""'"", ',', ""'gets"", ""'"", ',', ""'the"", ""'"", ',', ""'details"", ""'"", ',', ""'of"", ""'"", ',', ""'its"", ""'"", ',', ""'time"", ""'"", ',', ""'frame"", ""'"", ',', ""'right"", ""'"", ',', ""'but"", ""'"", ',', ""'it"", ""'"", ',', ""'completely"", ""'"", ',', ""'misses"", ""'"", ',', ""'its"", ""'"", ',', ""'emotions"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['world', 'need', 'filmmaker', 'passionate', 'enthusiasm', 'like', 'martin', 'scorsese']",[]
3777,3778.0,144.0,"['[', ""'initial"", ""'"", ',', ""'strangeness"", ""'"", ',', ""'inexorably"", ""'"", ',', ""'gives"", ""'"", ',', ""'way"", ""'"", ',', ""'to"", ""'"", ',', ""'rote"", ""'"", ',', ""'sentimentality"", ""'"", ',', ""'and"", ""'"", ',', ""'mystical"", ""'"", ',', ""'tenderness"", ""'"", ',', ""'becomes"", ""'"", ',', ""'narrative"", ""'"", ',', ""'expedience"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['modest', 'laugh', 'certainly', 'thrill']",[]
3799,3800.0,145.0,"['[', ""'it"", ""'"", ',', ""'lets"", ""'"", ',', ""'you"", ""'"", ',', ""'brush"", ""'"", ',', ""'up"", ""'"", ',', ""'against"", ""'"", ',', ""'the"", ""'"", ',', ""'humanity"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'psycho"", ""'"", ',', ""'"", ',', ""'"", ',', ""'without"", ""'"", ',', ""'making"", ""'"", ',', ""'him"", ""'"", ',', ""'any"", ""'"", ',', ""'less"", ""'"", ',', ""'psycho"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['spirit', 'season', 'assign', 'one', 'bright', 'shin', 'star', 'roberto', 'benigni', 'pinocchio', 'guarantee', 'wise', 'men', 'follow']",[]
3823,3824.0,146.0,"['[', ""'like"", ""'"", ',', ""'the"", ""'"", ',', ""'world"", ""'"", ',', ""'of"", ""'"", ',', ""'his"", ""'"", ',', ""'film"", ""'"", ',', ""'"", ',', ""'"", ',', ""'hartley"", ""'"", ',', ""'created"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'monster"", ""'"", ',', ""'but"", ""'"", ',', ""'did"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'know"", ""'"", ',', ""'how"", ""'"", ',', ""'to"", ""'"", ',', ""'handle"", ""'"", ',', ""'it"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['camera', 'work', 'interesting', 'film', 'budget', 'betray', 'surprisingly', 'shoddy', 'makeup', 'work']",[]
3847,3848.0,147.0,"['[', ""'when"", ""'"", ',', ""'cowering"", ""'"", ',', ""'and"", ""'"", ',', ""'begging"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'feet"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'scruffy"", ""'"", ',', ""'giannini"", ""'"", ',', ""'"", ',', ""'"", ',', ""'madonna"", ""'"", ',', ""'gives"", ""'"", ',', ""'her"", ""'"", ',', ""'best"", ""'"", ',', ""'performance"", ""'"", ',', ""'since"", ""'"", ',', ""'abel"", ""'"", ',', ""'ferrara"", ""'"", ',', ""'had"", ""'"", ',', ""'her"", ""'"", ',', ""'beaten"", ""'"", ',', ""'to"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'pulp"", ""'"", ',', ""'in"", ""'"", ',', ""'his"", ""'"", ',', ""'dangerous"", ""'"", ',', ""'game"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['kilted', 'jackson', 'unsettling', 'sight', 'indicative', 'character', 'ramble', 'aimlessly', 'action', 'piece']",[]
3889,3890.0,148.0,"['[', ""'too"", ""'"", ',', ""'clumsy"", ""'"", ',', ""'in"", ""'"", ',', ""'key"", ""'"", ',', ""'moments"", ""'"", ',', ""'"", '...', ""'"", ',', ""'to"", ""'"", ',', ""'make"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'big"", ""'"", ',', ""'splash"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['one', 'big', 'blustery', 'movie', 'nothing', 'really', 'happen']",[]
3904,3905.0,149.0,"['[', ""'because"", ""'"", ',', ""'eight"", ""'"", ',', ""'legged"", ""'"", ',', ""'freaks"", ""'"", ',', ""'is"", ""'"", ',', ""'partly"", ""'"", ',', ""'an"", ""'"", ',', ""'homage"", ""'"", ',', ""'to"", ""'"", ',', ""'them"", ""'"", ',', ""'"", ',', ""'"", ',', ""'tarantula"", ""'"", ',', ""'and"", ""'"", ',', ""'other"", ""'"", ',', ""'low"", ""'"", ',', ""'-"", ""'"", ',', ""'budget"", ""'"", ',', ""'"", 'b-movie', ""'"", ',', ""'thrillers"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'1950s"", ""'"", ',', ""'and"", ""'"", ',', '``', ""'60s"", ""''"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'silly"", ""'"", ',', ""'-lrb-"", ""'"", ',', ""'but"", ""'"", ',', ""'not"", ""'"", ',', ""'sophomoric"", ""'"", ',', ""'-rrb-"", ""'"", ',', ""'romp"", ""'"", ',', ""'through"", ""'"", ',', ""'horror"", ""'"", ',', ""'and"", ""'"", ',', ""'hellish"", ""'"", ',', ""'conditions"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['may', 'breakthrough', 'filmmaking', 'unwavering', 'arrest']",[]
3960,3961.0,150.0,"['[', ""'it"", ""'"", ',', ""'feels"", ""'"", ',', ""'like"", ""'"", ',', ""'very"", ""'"", ',', ""'light"", ""'"", ',', ""'errol"", ""'"", ',', ""'morris"", ""'"", ',', ""'"", ',', ""'"", ',', ""'focusing"", ""'"", ',', ""'on"", ""'"", ',', ""'eccentricity"", ""'"", ',', ""'but"", ""'"", ',', ""'failing"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ultimately"", ""'"", ',', ""'"", ',', ""'"", ',', ""'to"", ""'"", ',', ""'make"", ""'"", ',', ""'something"", ""'"", ',', ""'bigger"", ""'"", ',', ""'out"", ""'"", ',', ""'of"", ""'"", ',', ""'its"", ""'"", ',', ""'scrapbook"", ""'"", ',', ""'of"", ""'"", ',', ""'oddballs"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['film', 'empty', 'fetishistic', 'violence', 'murder', 'casual', 'fun']",[]
3993,3994.0,151.0,"['[', ""'spielberg"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'realization"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'near-future"", ""'"", ',', ""'america"", ""'"", ',', ""'is"", ""'"", ',', ""'masterful"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['mostly', 'fluff', 'seem', 'intend']",[]
4003,4004.0,152.0,"['[', ""'there"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'"", 'a', ""'"", ',', ""'scientific"", ""'"", ',', ""'law"", ""'"", ',', ""'to"", ""'"", ',', ""'be"", ""'"", ',', ""'discerned"", ""'"", ',', ""'here"", ""'"", ',', ""'that"", ""'"", ',', ""'producers"", ""'"", ',', ""'would"", ""'"", ',', ""'be"", ""'"", ',', ""'well"", ""'"", ',', ""'to"", ""'"", ',', ""'heed"", ""'"", ',', ""'"", ':', ""'"", ',', ""'mediocre"", ""'"", ',', ""'movies"", ""'"", ',', ""'start"", ""'"", ',', ""'to"", ""'"", ',', ""'drag"", ""'"", ',', ""'as"", ""'"", ',', ""'soon"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'action"", ""'"", ',', ""'speeds"", ""'"", ',', ""'up"", ""'"", ',', ""'"", ';', ""'"", ',', ""'when"", ""'"", ',', ""'the"", ""'"", ',', ""'explosions"", ""'"", ',', ""'start"", ""'"", ',', ""'"", ',', ""'"", ',', ""'they"", ""'"", ',', ""'fall"", ""'"", ',', ""'to"", ""'"", ',', ""'pieces"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['think', 'lion', 'king', 'redone', 'horse', 'few', 'deliberate', 'laugh', 'inadvertent', 'one', 'stunningly', 'trite', 'song', 'bryan', 'adam', 'world', 'generic', 'rock', 'star']",[]
4053,4054.0,153.0,"['[', ""'he"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'one"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'few"", ""'"", ',', ""'"", '`', ""'"", ',', ""'cool"", ""'"", ',', '``', ""'"", ""''"", ',', ""'actors"", ""'"", ',', ""'who"", ""'"", ',', ""'never"", ""'"", ',', ""'seems"", ""'"", ',', ""'aware"", ""'"", ',', ""'of"", ""'"", ',', ""'his"", ""'"", ',', ""'own"", ""'"", ',', ""'coolness"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['maybe', 'thomas', 'wolfe', 'right', 'ca', 'go', 'home']",[]
4076,4077.0,154.0,"['[', ""'feels"", ""'"", ',', ""'like"", ""'"", ',', ""'the"", ""'"", ',', ""'work"", ""'"", ',', ""'of"", ""'"", ',', ""'an"", ""'"", ',', ""'artist"", ""'"", ',', ""'who"", ""'"", ',', ""'is"", ""'"", ',', ""'simply"", ""'"", ',', ""'tired"", ""'"", ',', ""'"", '--', ""'"", ',', ""'of"", ""'"", ',', ""'fighting"", ""'"", ',', ""'the"", ""'"", ',', ""'same"", ""'"", ',', ""'fights"", ""'"", ',', ""'"", ',', ""'"", ',', ""'of"", ""'"", ',', ""'putting"", ""'"", ',', ""'the"", ""'"", ',', ""'weight"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'world"", ""'"", ',', ""'on"", ""'"", ',', ""'his"", ""'"", ',', ""'shoulders"", ""'"", ',', ""'"", ',', ""'"", ',', ""'of"", ""'"", ',', ""'playing"", ""'"", ',', ""'with"", ""'"", ',', ""'narrative"", ""'"", ',', ""'form"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['plot', 'character', 'drama', 'emotion', 'idea', 'irrelevant', 'experience', 'see', 'scorpion', 'king']",[]
4117,4118.0,155.0,"['[', ""'"", '...', ""'"", ',', ""'stale"", ""'"", ',', ""'and"", ""'"", ',', ""'uninspired"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['rarely', 'skin', 'look', 'beautiful', 'desirable', 'even', 'delectable', 'trouble', 'every', 'day']",[]
4123,4124.0,156.0,"['[', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'director"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'cut"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'not"", ""'"", ',', ""'only"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'love"", ""'"", ',', ""'song"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'movies"", ""'"", ',', ""'but"", ""'"", ',', ""'it"", ""'"", ',', ""'also"", ""'"", ',', ""'is"", ""'"", ',', ""'more"", ""'"", ',', ""'fully"", ""'"", ',', ""'an"", ""'"", ',', ""'example"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'kind"", ""'"", ',', ""'of"", ""'"", ',', ""'lush"", ""'"", ',', ""'"", ',', ""'"", ',', ""'all-enveloping"", ""'"", ',', ""'movie"", ""'"", ',', ""'experience"", ""'"", ',', ""'it"", ""'"", ',', ""'rhapsodizes"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['robert', 'john', 'burke', 'monster', 'horn', 'steal', 'show']",[]
4163,4164.0,157.0,"['[', ""'has"", ""'"", ',', ""'the"", ""'"", ',', ""'rare"", ""'"", ',', ""'capability"", ""'"", ',', ""'to"", ""'"", ',', ""'soothe"", ""'"", ',', ""'and"", ""'"", ',', ""'break"", ""'"", ',', ""'your"", ""'"", ',', ""'heart"", ""'"", ',', ""'with"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'single"", ""'"", ',', ""'stroke"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['decidedly', 'mixed', 'bag']",[]
4184,4185.0,158.0,"['[', ""'eerily"", ""'"", ',', ""'accurate"", ""'"", ',', ""'depiction"", ""'"", ',', ""'of"", ""'"", ',', ""'depression"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,['excite'],[]
4193,4194.0,159.0,"['[', ""'as"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'feature-length"", ""'"", ',', ""'film"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', ""'wears"", ""'"", ',', ""'out"", ""'"", ',', ""'its"", ""'"", ',', ""'welcome"", ""'"", ',', ""'as"", ""'"", ',', ""'tryingly"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'title"", ""'"", ',', ""'character"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['exhaust', 'family', 'drama', 'porcelain', 'empire', 'hard', 'flick', 'subject', 'matter']",[]
4212,4213.0,160.0,"['[', ""'an"", ""'"", ',', ""'uncluttered"", ""'"", ',', ""'"", ',', ""'"", ',', ""'resonant"", ""'"", ',', ""'gem"", ""'"", ',', ""'that"", ""'"", ',', ""'relays"", ""'"", ',', ""'its"", ""'"", ',', ""'universal"", ""'"", ',', ""'points"", ""'"", ',', ""'without"", ""'"", ',', ""'lectures"", ""'"", ',', ""'or"", ""'"", ',', ""'confrontations"", ""'"", ',', ""'"", '.', ""'"", ',', '``', ""'"", ""''"", ']']",3.0,"['confusion', 'one', 'least', 'favourite', 'emotion', 'especially', 'put', 'minute']",[]
4234,4235.0,161.0,"['[', ""'the"", ""'"", ',', ""'story"", ""'"", ',', ""'alone"", ""'"", ',', ""'could"", ""'"", ',', ""'force"", ""'"", ',', ""'you"", ""'"", ',', ""'to"", ""'"", ',', ""'scratch"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'hole"", ""'"", ',', ""'in"", ""'"", ',', ""'your"", ""'"", ',', ""'head"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['match', 'neorealism', 'impact', 'show', 'humanity', 'land', 'fill', 'people', 'want', 'live', 'life']",[]
4251,4252.0,162.0,"['[', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'the"", ""'"", ',', ""'filmmakers"", ""'"", ',', '``', ""'"", ""''"", ',', ""'post-camp"", ""'"", ',', ""'comprehension"", ""'"", ',', ""'of"", ""'"", ',', ""'what"", ""'"", ',', ""'made"", ""'"", ',', ""'old-time"", ""'"", ',', ""'"", 'b', ""'"", ',', ""'movies"", ""'"", ',', ""'good-bad"", ""'"", ',', ""'that"", ""'"", ',', ""'makes"", ""'"", ',', ""'eight"", ""'"", ',', ""'legged"", ""'"", ',', ""'freaks"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'perfectly"", ""'"", ',', ""'entertaining"", ""'"", ',', ""'summer"", ""'"", ',', ""'diversion"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['even', 'entice', 'prospect', 'lot', 'nubile', 'young', 'actor', 'film', 'campus', 'depravity', 'fade', 'amid', 'deliberate', 'tiresome', 'ugliness', 'would', 'render', 'tedious', 'avary', 'failure', 'construct', 'story', 'even', 'trace', 'dramatic', 'interest']",[]
